1.05081,0.0319757,0,0.47945,0.422872,0,0.068396,0.0509683,0.258636,0.826477,0.404548,0.337756,2.92324,0.180506,0.308719,1.23984,0.266125,0,0.0283798,0.117342,3.41954,0.210064,0.366714,0.0865693
0.712796,0,0,0.440552,0.387329,0.0212512,0.232353,0.13208,0.547038,0.801177,0.492905,0.126553,2.82577,0,0.302346,1.26592,0.259899,0.00444755,0.0610449,0.176998,3.5514,0.204348,0.392959,0.0324365
0.398393,0.055485,0,0.476109,0.384428,0.0827397,0.265263,0.134853,0.573084,0.832674,0.551293,0,2.73197,0.0157827,0.275476,1.3306,0.260769,0.0173161,0.0655254,0.219323,3.597,0.226086,0.411216,0
0.193131,0.072379,0,0.592751,0.405339,0.130339,0.252984,0.109267,0.49012,0.903666,0.579078,0,2.65381,0.0205881,0.0477965,1.5256,0.254964,0.027278,0.0606609,0.227126,3.6636,0.251373,0.416755,0
0.0949029,0,0,0.685866,0.553704,0.155522,0.208158,0.240881,0.317568,1.10255,0.642149,0,2.67709,0,0,2.07006,0.28477,0.0325484,0.045718,0.414962,3.29145,0.367936,0.381695,0
0.196646,0,0.00625987,0.476806,0.957307,0.0651245,0.27643,0.453482,0.152168,0.671979,0.534897,0,2.88963,0,0.00125131,2.17554,0.429524,0.0136296,0.0592102,0.606742,2.83901,0.424779,0.322657,0
0.765536,0,0.0232957,0.126482,0.973234,0,0.249417,0.375349,0.322909,0.530737,0.217314,0,3.06372,0,0.00465667,1.63596,0.456736,0,0.0606681,0.348582,2.88068,0.291553,0.283905,0
0.748676,0.00695699,0.0251426,0,0.895829,0,0.280921,0.324359,0.399725,0.647461,0.236792,0.00671189,3.09927,0.00197891,0.00502586,1.17682,0.439256,0,0.0922723,0.41737,3.09663,0.355674,0.334175,0.00172031
0.646033,0,0.0241275,0.0278772,0.950665,0.0484033,0.175418,0.323229,0.329839,0.805058,0.152518,0.0383552,3.1067,0,0.00482296,1.19066,0.457214,0.0291136,0.0581863,0.427579,2.98837,0.442247,0.326051,0.00983072
0.175381,0.21726,0.0179523,0.577539,0.583937,0.158226,0.181453,0.374988,0.102822,1.05084,0.0765874,0.102891,3.03936,0.205203,0.027746,1.6708,0.327031,0.0331144,0.302606,0.413798,2.63469,0.530632,0.274267,0.0263716
0.00365639,0.156951,0,0.819416,0.17649,0.163474,0.368073,0.297027,0.114139,0.892818,0.0533248,0.0711164,3.04208,0.14824,0,1.74165,0.192153,0.0342126,0.185502,0.368342,2.6705,0.44717,0.248009,0.0182276
0.00427382,0.140715,0,0.499652,0.057238,0.323901,0.414494,0.244609,0.153176,0.873448,0.00566692,0.103424,2.97523,0.0610209,0,1.61043,0.157353,0.373459,0.173291,0.366835,2.79641,0.438248,0.213551,0.0265084
0.00389181,0.401761,0.00937328,0.0441158,0,0.457583,0.339698,0.209056,0.13425,0.800201,0.0750746,0.0963489,3.06871,0.114281,0.00187367,1.59649,0.132987,0.222153,0.119266,0.331396,2.81553,0.36995,0.199688,0.0246949
0.00411079,0.604183,0.010989,0.0812603,0.0576221,0.497462,0.30054,0.172073,0.230973,0.70855,0.314911,0.119313,3.1219,0.17186,0.00219664,1.49885,0.153228,0.186143,0.104937,0.364267,2.74136,0.304066,0.331123,0.0305807
0.123432,0.344547,0.0222539,0.560101,0.225757,0.13194,0.367684,0.148337,0.340088,0.583638,0.592962,0.183105,3.00742,0.0980061,0.00444844,1.57246,0.206659,0.0493699,0.3575,2.01043,1.79066,0.292149,0.298197,0.0469311
0.835803,0,0.0205141,0.328532,0.112689,0.0487161,0.369241,0.086187,0.156306,0.845553,0.233784,0.25105,2.93927,0,0.00410066,1.703,0.152195,0.103495,0.451382,2.59946,0.340945,0.464493,0.239593,0.0643459
1.05381,0,0.0102876,0.382697,0.202526,0.056847,0.354298,0.139115,2.7008e-05,1.06521,0.0444095,0,2.88537,0,0.0115233,1.96268,0.17398,0.0797207,0.559215,2.5723,0.0631478,0.585158,0.214682,0
0.846319,0.00303338,0,0.505708,0.230259,0.0209885,0.395369,0.0686771,0.0567967,1.12422,0.0844877,0,2.88211,0.543623,0,2.04373,0.18479,0.00439256,0.153795,2.13844,0.770593,0.77858,0.261603,0
0.835819,0.0958332,0,0.419787,0.180283,0.0102549,0.12842,0,0.194069,1.15114,0,0,2.77603,0.438549,0,1.77976,0.179722,0.320089,0.265492,1.36549,1.79368,0.867253,0.232292,0
0.658532,0,0,0.447465,0.238469,0.105963,0.159084,0,0.180137,0.857028,0.118132,0.207447,2.35387,0,0,1.41439,0.200314,1.97768,0.321653,0.158614,2.34883,0.81712,0.32587,0.0531701
0.162481,0,0,0.285524,0.404296,0.125143,0.164011,0,0.116798,0.369162,0.600341,0.415215,2.0717,0,0,0.776164,0.235429,2.82762,0.115064,0.0362645,2.00192,0.363026,0.735507,0.106423
0.667751,1.4122,0,0.00861214,0.271252,0.0324566,0.0636761,0.0898588,0,0.0131138,0.205244,0.0327183,2.2909,0.773607,0,0.268532,0.13203,2.9868,0.0136392,0.0250717,1.02061,0.0221051,1.82673,0.00838593
0.255678,1.78662,0,0,0.170026,0,0.164513,0.226276,0.00232428,0.136411,0.185139,0.0730471,1.45853,1.57678,0,0.600105,0.0410966,2.9958,0.035238,0.238428,0.802251,0.0509684,1.35813,0.0187225
