0.0	0.068255	N
0.068255	1.324154	F:maj
1.324154	1.583525	A:min
1.583525	1.829649	A:min
1.829649	2.131347	D:maj
2.131347	10.737551	Bb:maj
10.737551	12.873786	Bb:maj
12.873786	17.111428	F:maj
17.111428	21.40712	Bb:maj
21.40712	23.508526	Eb:maj
23.508526	24.599863	Bb:maj
24.599863	25.633151	F:maj
25.633151	27.780997	Bb:maj
27.780997	29.905623	Bb:maj
29.905623	30.962131	F:maj
30.962131	32.041859	G:min
32.041859	33.109977	Bb:maj
33.109977	34.143265	F:maj
34.143265	36.256281	Bb:maj
36.256281	38.335045	Bb:maj
38.335045	39.437414	F:maj
39.437414	40.505532	G:min
40.505532	41.53882	Bb:maj
41.53882	42.606938	F:maj
42.606938	44.631763	Bb:maj
44.631763	46.80975	Bb:maj
46.80975	50.954512	F:maj
50.954512	55.168934	Bb:maj
55.168934	57.29356	Eb:maj
57.29356	58.324936	Bb:maj
58.324936	59.383356	F:maj
59.383356	61.519591	Bb:maj
61.519591	63.620997	Bb:maj
63.620997	64.689115	F:maj
64.689115	65.745623	G:min
65.745623	66.790521	Bb:maj
66.790521	67.881859	F:maj
67.881859	69.971655	Bb:maj
69.971655	72.061451	Bb:maj
72.061451	73.141179	F:maj
73.141179	74.197687	G:min
74.197687	75.254195	Bb:maj
75.254195	76.299092	F:maj
76.299092	78.423718	Bb:maj
78.423718	82.58009	Eb:maj
82.58009	83.648208	Bb:maj
83.648208	84.681496	Bb:maj
84.681496	85.749614	Bb:maj
85.749614	86.794512	Bb:maj
86.794512	91.032154	Eb:maj
91.032154	93.13356	Bb:maj
93.13356	95.234965	F:maj
95.234965	97.347981	Bb:maj
97.347981	101.597233	F:maj
101.597233	105.823265	Bb:maj
105.823265	107.936281	Eb:maj
107.936281	109.004399	Bb:maj
109.004399	110.060907	F:maj
110.060907	112.197142	Bb:maj
112.197142	114.321768	Bb:maj
114.321768	115.362196	F:maj
115.362196	116.434784	G:min
116.434784	117.491292	Bb:maj
117.491292	118.55941	F:maj
118.55941	120.684036	Bb:maj
120.684036	122.808662	Bb:maj
122.808662	123.87678	F:maj
123.87678	124.910068	G:min
124.910068	126.024625	Bb:maj
126.024625	127.046303	F:maj
127.046303	129.159319	Bb:maj
129.159319	133.431791	Eb:maj
133.431791	134.499909	Bb:maj
134.499909	135.510831	Bb:maj
135.510831	136.58137	Bb:maj
136.58137	137.65191	Bb:maj
137.65191	141.860634	Eb:maj
141.860634	143.96204	Bb:maj
143.96204	146.098276	F:maj
146.098276	148.234512	Bb:maj
148.234512	152.483747	F:maj
152.483747	156.767845	Bb:maj
156.767845	158.892471	Eb:maj
158.892471	159.948979	Bb:maj
159.948979	161.005487	F:maj
161.005487	163.130113	Bb:maj
163.130113	165.277959	Bb:maj
165.277959	166.377034	F:maj
166.377034	167.421707	G:min
167.421707	168.482312	Bb:maj
168.482312	169.52721	F:maj
169.52721	171.651836	Bb:maj
171.651836	173.788072	Bb:maj
173.788072	174.85619	F:maj
174.85619	175.924308	G:min
175.924308	176.980816	Bb:maj
176.980816	178.037324	F:maj
178.037324	182.286575	G:min
182.286575	182.530385	F:maj
182.530385	182.820634	F:maj
182.820634	183.076054	F:maj
183.076054	183.377913	F:maj
183.377913	187.314012	Bb:maj
187.314012	189.5	N
