0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.360014,0.163929,0,0,0,0,0.483651,0.116656,0.388489,0.329423,0.846391,0.895739,0.230044,0.0469081,0.0118808,0.049487,0.47367,0.370002,0.289224,0.0303018,0.731799,2.34783,0.849784,0.336262
0.492498,0.233418,0.0123089,0.0663418,0,0,0.351624,0.06619,0.282855,0.528209,0.690478,0.472131,0.254488,0.0911778,0.0134298,0.0779417,0.612543,0.306911,0.236224,0.0265296,1.03512,2.23252,0.695414,0.12101
0.365782,0.373787,0.0155387,0.0635049,0,0,0.14904,0.250159,0.299017,0.499804,0.592529,0.642555,0.0985186,0.528218,0.99799,0.0128397,0.462295,0.216946,0.0721126,0.141397,0.706097,1.97369,0.670866,0.164691
0,0.141765,0.0218323,0.0472263,0,0,0.173267,0.488958,0.121449,0.531459,0.494894,0.645187,0,0.183416,2.33074,0.066122,0,0,0.0371132,0.225031,0.808473,1.25784,0.469113,0.182418
0,0.00496928,0.258478,0,0.132843,0,0.276766,0.600268,0.0894736,0.473556,0.572081,0.599502,0,0.0872313,2.38264,0.23919,0.0458373,0,0.177642,0.272313,0.734003,0.980463,0.500381,0.263496
0,0.00937877,0.289227,0,0.0491728,0.0226628,0.266796,0.555833,0,0.365016,0.445808,0.683901,0,0.0450898,2.41389,0.310823,0.0390873,0.00980004,0.211584,0.253015,0.622919,0.902179,0.445776,0.290639
0,0.101892,0.155854,0.00974631,0,0.688224,0.255261,0.271549,0,0.124646,0.293531,0.74071,0,0.0441296,2.47993,0.318094,0,0.264721,0.314765,0.114996,0.446469,0.986922,0.359698,0.315124
0,0.0899269,0.0301282,0.0316998,0.144278,0.677289,0.205901,0.125377,0,0.155961,0.560911,0.424128,0,0.271306,2.33343,0.262191,0.0612925,0.264299,1.37748,0.0340224,0.0148384,1.21069,0.486249,0.108707
